ttop, rate
5000, 0.000000
5040, 0.000000
5080, 0.000000
5120, 0.000000
5160, 0.000000
5200, 0.000000
5240, 0.000000
5280, 0.000000
5320, 0.000000
5360, 0.000000
5400, 0.000000
5440, 0.000000
5480, 0.000000
5520, 0.000000
5560, 0.000000
5600, 0.000000
5640, 0.000000
5680, 0.000000
5720, 0.000000
5760, 0.000000
5800, 0.000000
5840, 0.000000
5880, 0.000000
5920, 0.000000
5960, 0.000000
6000, 0.000000
6040, 0.000000
6080, 0.000000
6120, 0.000000
6160, 0.000000
6200, 0.000000
6240, 0.000000
6280, 0.000000
6320, 0.000000
6360, 0.000000
6400, 0.000000
6440, 0.000000
6480, 0.000000
6520, 0.000000
6560, 0.000000
6600, 0.000000
6640, 0.000000
6680, 0.000000
6720, 0.000000
6760, 0.000000
6800, 0.000000
6840, 0.000000
6880, 0.000000
6920, 0.000000
6960, 0.000000
7000, 0.000000
7040, 0.000000
7080, 0.000000
7120, 0.000000
7160, 0.000000
7200, 0.000000
7240, 0.000000
7280, 0.000000
7320, 0.000000
7360, 0.000000
7400, 0.000000
7440, 0.000000
7480, 0.000000
7520, 0.000000
7560, 0.000000
7600, 0.000000
7640, 0.000000
7680, 0.000000
7720, 0.000000
7760, 0.000000
7800, 0.000000
7840, 0.000000
7880, 0.000000
7920, 0.000000
7960, 0.000000
8000, 0.000000
8040, 0.000000
8080, 0.000000
8120, 0.000000
8160, 0.000000
8200, 0.000000
8240, 0.000000
8280, 0.000000
8320, 0.000000
8360, 0.000000
8400, 0.000000
8440, 0.000000
8480, 0.000000
8520, 0.000000
8560, 0.000000
8600, 0.000000
8640, 0.000000
8680, 0.000000
8720, 0.000000
8760, 0.000000
8800, 0.000000
8840, 0.000000
8880, 0.000000
8920, 0.000000
8960, 0.000000
9000, 0.000000
9040, 0.000000
